user_name,user_location,user_description,user_followers,user_friends,user_favourites,user_verified,text,hashtags,source,is_retweet,date_only
Ali,,#Bitcoin,21153,264,2892,False,"#Bitcoin miner reserves dropped by 3,835 $BTC over the past week, worth ~$88,200,000. https://t.co/4IPXwxr5Dk",['Bitcoin'],Twitter Web App,False,2024-12-02
Baba Yaga,,Black Eagle CEO,289,119,352,False,#Bitcoin daily obv goes down but weekly and monthly similar pozitive! So  it will be retouch the support !,['Bitcoin'],Twitter for iPhone,False,2024-04-02
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,492,5,0,False,"#BinanceCoin price update: $BNB

#BNB $301.99 USD

#Bitcoin 0.01282 BTC

#Ethereum 0.1823 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False,2024-08-17
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1656.55 USD
#Bitcoin 0.070347471622988 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-10-28
Eyal Yablonka,Kaspanet,"tech enthusiast, proud geek, @technionLive grad, work @google, enchanted by bitcoin and #kaspa",699,432,2709,False,"@ApplePi16251069 @DocumentingBTC #Bitcoin price might go up, but Bitcoin can't grow a new ability to scale. Scaling on layer-2 networks is missing the whole point of Bitcoin, because this adds new tradeoffs, weaker security, new usability issues, and centralization.
Take a look at #Kaspa and see what BTC 2.0 is.","['Bitcoin', 'Kaspa']",Twitter for Android,False,2024-09-27
StofAxeCap,"Wisconsin, USA","Founder of the @The_Swop x Creator of @GoatedGamerDAO  
Connecting with the brightest in the industry.",736,638,2904,False,"The Swop will be doing Media Coverage for the #Bitcoin Conference this year! 

Excited to have Brandon from the @TheBitcoinConf joining the space! 

Set a reminder ðŸ‘‡ https://t.co/FyhjDVPH8y",['Bitcoin'],Twitter Web App,False,2024-07-08
Lord Snooty of Bitcoin âš¡BTC XBT,Mass NON-COMPLIANCEðŸ‘,#Bitcoin is an Ideology ðŸ™‚âš¡ðŸ‘ðŸ’µðŸ’²ðŸ’°'Chancellor on brink of second bailout for banks' The Times 03/Jan/2009âš¡Total CyclePath #Bitcoin ðŸš€,2128,4991,69200,False,"Unfortunately Money &amp; Finance cannot be separated from Politics.
   I wish it could.

Hence #Bitcoin ðŸ‘€ðŸ™‚ðŸ‘ https://t.co/ho6U0SmHBT",['Bitcoin'],Twitter Web App,False,2024-09-02
CJK,Free Market @ Internet Economy,Tweets on #Bitcoin as reserve asset of internet economy â€¢ Make Real Estate Great Again @PeoplesReserve A Market Maker for #WeThePeople $PRN â€¢ @btcFairValue,996,332,2722,False,"This is Financial Covid...

Persistent #inflation shows that those attempting to mitigate rising prices may cause rising prices ðŸ’¯

Opt out of ðŸ¤¡ ðŸŒŽ  #Bitcoin https://t.co/qw4VRanBCJ","['inflation', 'Bitcoin']",Twitter for Android,False,2024-06-12
Mike Roche,,"Industrial Cybersecurity product and service offer creation, IEC 62443 Certified.

#Bitcoinâš¡ node-runner

First generation ðŸ‡®ðŸ‡ª ðŸ‡ºðŸ‡¸",1215,2005,87773,False,"The fact that such an autonomous ecosystem like #Bitcoin even exists, is miraculous.

@Peggynoonannyc talks of the right men showing up at the right time, to solve global crises, Churchill, FDR, WWII. 

For now, I see no one. 

What if that wisdom is now infallible?

#Bitcoin","['Bitcoin', 'Bitcoin']",Twitter Web App,False,2024-06-03
YaRtA,,,236,204,121,False,Keep an eye on #Bitcoin  in the coming days,['Bitcoin'],Twitter Web App,False,2024-11-23
yindroâš¡ï¸,CanadÃ¡,âš¡ï¸yindrogeraldo84@zbd.gg âš¡ï¸âš¡ï¸ outerpoppy32@walletofsatoshi.com âš¡ï¸âš¡ï¸ yindrogeraldo@rayito.appâš¡ï¸ âš¡ï¸âš¡ï¸ âš¡ï¸ yindrogeraldo@getalby.comâš¡ï¸,451,1657,24834,False,"@masbtc21 @Buffet_15 @masbtc21  has exponential growth like #lightningnetwork and #BitcoinÂ , the work in favor of education is invaluable and its community grows day by day learning and earning sats.","['lightningnetwork', 'Bitcoin']",Twitter for iPhone,False,2024-03-25
BlackHacks,,"Have exclusive Hacking jobs?
DM and Ask for my service.
#email #icloud #facebookdown #imessage #ransomware #snapchat #whatspp #instagram #crypto",634,57,7,False,"Sure For so long I have helped
So Your Condition is not even as critical as those I've Handled
Inbox me, If you still want your Account Back!!!
I'm available 24/7 for all Hacking Services
#Hack #coinbase #Hacking #bitcoin
X","['Hack', 'coinbase', 'Hacking', 'bitcoin']",Twitter for Android,False,2024-05-18
Richardss Cumberbatche ðŸ“ˆ,ðŸ‘‰,"Check out our community of real traders helping each other profit. Education, live lessons, alerts, and more. ðŸ‘‰https://t.co/uju90xL4Ot",870,41,41,False,"$WOO #Bitcoinâ€¯â€¯â€¯â€¯â€¯â€¯â€¯â€¯â€¯â€¯â€¯â€¯ in it's highest peak right now... 
https://t.co/sNRg9LspRf
$BTC $ETH $DOGE $SOL $CRV $ATH $SL $ALGO $MATIC $FIB $S https://t.co/FqCTY62GqP",['Bitcoin'],Twitter Web App,False,2024-09-07
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1656.95 USD
#Bitcoin 0.07036427 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-01-19
LazerEYES,WEB3,"âž¡ï¸ Daily Crypto News Source
âž¡ï¸ For Giveaways, NFTs, Airdrops, Passive Income
ðŸ‘‰ https://t.co/lRKircC53k",19434,265,159,False,"Polygon Announces New web3 ID Service Based on Zero-Knowledge Proofs: On Wednesday, Polygon announced they are jumping on the zero-knowledge proof train for their new Web3 ID service. 

The post Polygon Announces New web3 ID Serviceâ€¦ https://t.co/SSwV80I6RK #Bitcoin #Crypto #Nft https://t.co/0Y9y26Ebhy","['Bitcoin', 'Crypto', 'Nft']",dlvr.it,False,2024-01-28
Kaspa_and_only_Kaspa,,,132,348,170,False,"$KAS #Kaspa Get in now before you giga regret ignoring this gem!

#crypto #cryptocurrency #bitcoin #Ethereum #money #future #technology #wealth 

https://t.co/gsnMGeLg5c","['Kaspa', 'crypto', 'cryptocurrency', 'bitcoin', 'Ethereum', 'money', 'future', 'technology', 'wealth']",Twitter for Android,False,2024-06-01
â˜¤NVESTâ˜¯R Nâ˜¯EL'sðŸ”¶ð“ƒµðŸ³,web3,Crypto traderâœ‘ Tutor âœ‘Crypto& DEFI analysts âœ¯ Mentor âœ‘nftcollectorâœ‘ Financial coach ðŸ¤‘âœ‘Brand Strategist  @kimberlitelabs â™˜ CLUBHOUSE:https://t.co/Iolv34QONi,662,76,340,False,Global payments giant Blackhawk will offer #Bitcoinâ€¯â€¯â€¯ gift cards at U.S. retailers!,['Bitcoin'],Twitter for Android,False,2024-08-14
Teddy Bitcoins,,Co-founder @wrappedordinals #bitcoin,3435,2241,13430,False,"Shout out @rot13maxi I hope this sells! Dinner on you if it does, dinner on me if it doesnâ€™t next time weâ€™re in the same city! #Ordinals #bitcoin https://t.co/mCH5vJUkQn","['Ordinals', 'bitcoin']",Twitter for iPhone,False,2024-01-12
Edward Steep,,Lev1 | ready to get y00ted,0,0,0,False,What are your expectations for the price of #Bitcoin in the coming days?#BTC #Crypto #cryptocommunity,"['Bitcoin', 'BTC', 'Crypto', 'cryptocommunity']",Twitter Web App,False,2024-04-10
yusaymon,Metaverse,CryptoArtist since 2017 (OG) https://t.co/Itvu8iflE1 / https://t.co/Pyr27mL4a5 /,2916,1883,42865,False,I am selling @MuseumofCryptoðŸ™ðŸ“¿ Jesus Christ @co1born  https://t.co/yHRrPmeCyo in 0.3 eth good opportunity #ethereum #bitcoin #EthereumNFTs #NFT @stellabelle https://t.co/rw8LYkwl71,"['ethereum', 'bitcoin', 'EthereumNFTs', 'NFT']",Twitter Web App,False,2024-09-29
Benead,,,208,851,35987,False,@stacyherbert Yellen buying #Bitcoin secretly at Btc ATM in a liquor store.,['Bitcoin'],Twitter for Android,False,2024-10-29
í°ê¸°ì¨,,,118,155,1206,False,Bitcoin is life. Bitcoin is water. See you soon at offline meeting Doorinati in Korea. #crypto #bitcoin #dooridoori #doorinati #Saylor https://t.co/2Z3Usn0qB9 https://t.co/Y5f3rLFNkH,"['crypto', 'bitcoin', 'dooridoori', 'doorinati', 'Saylor']",Twitter for iPhone,False,2024-03-08
Bitcoin updates,,"I tweet about the $BTC price every 15 minutes.
Data is retrieved from @binance.

#Bitcoin #BTC

More bots ðŸ¤–:
#ETH: @Ethereum8News
#BNB: @BNB8News",6906,6,21,False,"The $BTC price is at $23,535.3 right now.
ðŸŸ¢ Compared to the last tweet, the price has increased by $5.3 (0.02%).
ðŸŸ¢ In the last 24 hours the price has increased by $359.94 (1.55%).

#Bitcoin #BTC https://t.co/s2Eai6cAou","['Bitcoin', 'BTC']",Pamboo Crypto,False,2024-01-05
Hackwith_Garry ðŸ–¥ðŸ›°ðŸ“¡,"London, Ontario",GODðŸ¥‡Pro-Hacking Services. *Private Investigator* *Recovery Services* *Instagram* *Crypto* *Facebook* *icloud* *Snapchat* #NoFreeHacks,2268,47,194,False,"what's the hack?!! #bitcoinÂ â€¯â€¯â€¯â€¯â€¯â€¯ #igjustgothacked #accountgothacked #ighacked #newinstagram #hackedagain #hackinstagram #america #australia
#cheatingspouse #reporthackedaccount #instagramgothacked
#ohiostate #germany #georgia #canada #england #london https://t.co/DD8STa4CyN","['bitcoin', 'igjustgothacked', 'accountgothacked', 'ighacked', 'newinstagram', 'hackedagain', 'hackinstagram', 'america', 'australia', 'cheatingspouse', 'reporthackedaccount', 'instagramgothacked', 'ohiostate', 'germany', 'georgia', 'canada', 'england', 'london']",Twitter for iPhone,False,2024-11-08
PlattsburghBTC,"Plattsburgh, NY","à¸¿ miner that sells extra GH, so come mine with me! I'm also afraid of fans, loud whirring sounds, and ethernet cables. Oh god. Send help.",3479,1774,297,False,"à¸¿ value over 1 year: +176.38%, (+$15027.2) [Currently  $23547.2] #bitcoin",['bitcoin'],Plattsburgh BTC status update,False,2024-05-22
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,492,5,0,False,"#BinanceCoin price update: $BNB

#BNB $301.83 USD

#Bitcoin 0.01282 BTC

#Ethereum 0.18223 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False,2024-06-26
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1656.27 USD
#Bitcoin 0.07034257108601673 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-09-23
Trackify | #1 BTC Price Action Bot,Monitoring BTCUSDT...,ðŸ“ˆ| #1 BTC Price Action Bot ðŸ•’| Notifies every 5 minutes,119,1,206,False,"Bitcoin has decreased -0.03% in the past 5 minutes!
Started at $23533.49
Ended at $23525.64

#BTC #crypto #bitcoin #cryptocurrency #ethereum #blockchain #eth #currency #xrp #trading #price #exchange #twitter #ltc #binance #finance","['BTC', 'crypto', 'bitcoin', 'cryptocurrency', 'ethereum', 'blockchain', 'eth', 'currency', 'xrp', 'trading', 'price', 'exchange', 'twitter', 'ltc', 'binance', 'finance']",bitcoinpricetracker,False,2024-11-11
STORM TRADING,,"ðŸ’° Crypto Trading ðŸ“š Technical Analysis Educator ðŸ”¥ 38,500+ On Discord ðŸ“±VIP Trading Group â¤µâ¤µï¸ ðŸŽ¥ Live Everyday @ 9am CST",4,9,550,False,"#BTCÂ  ð‚ð²ðœð¥ðž ðˆð§ððžð±: ðŸðŸ/ðŸðŸŽðŸŽ
$21,852  |  #BitcoinÂ  Price https://t.co/EHm7aXaEMt","['BTC', 'Bitcoin']",Twitter for iPhone,False,2024-09-08
Bitcoin Price Ticker,,Tweets the current price of #bitcoin every 5 minutes,122,9,9,False,"1â‚¿ = $23554 1.54%ðŸ“ˆ

Details:
Change: ðŸ“ˆ357.69$
24H Low = $23079ðŸ”»
24H High = $23884ðŸ’¹

#bitcoin #btc","['bitcoin', 'btc']",BitcoinLivePriceTicker,False,2024-01-01
Chewigram,,just here to follow ðŸ”‘ people,125,421,7077,False,"Zapping âš¡ï¸ on #Nostr is cool, and is great that #twitter might also integrate this tipping option. but  #Bitcoin network (L1) and #LightningNetwork (L2) doesnâ€™t care how you do it. You can always post, copy, paste addresses, read QR codes. Donâ€™t wait for adoption, use it however.","['Nostr', 'twitter', 'Bitcoin', 'LightningNetwork']",Twitter for iPhone,False,2024-09-15
tictoknextblock,,Real-time bitcoin  insights,284,17,2,False,"ðŸŸ© Block 778887 â› â›

ðŸ“… 1st Mar 2023, 23:25:47 GMT

ðŸ“£ 2,577 tx with a value of 3,958.682 â‚¿ ($93.22m ðŸ‡ºðŸ‡¸)

ðŸ“£ distributed to 6,125 recipients ðŸ’ŽðŸ™Œ

ðŸ“£ 19,305,550.00 â‚¿ (91.93119%) mined â›

ðŸ“£ 1,694,450.00 â‚¿ remaining ðŸ’°

#bitcoin #tictoknextblock","['bitcoin', 'tictoknextblock']",tictoknextblock,False,2024-09-30
Ann William,"Florida, USA",#Bitcoin + #Cryptoâ–  Trader/ investors â—‡ Financial analyst ~ send a dm now to get started,51,218,124,False,Drink #Bitcoinâ€¯â€¯â€¯. https://t.co/jcksPSEaPJ,['Bitcoin'],Twitter for Android,False,2024-03-16
LazerEYES,WEB3,"âž¡ï¸ Daily Crypto News Source
âž¡ï¸ For Giveaways, NFTs, Airdrops, Passive Income
ðŸ‘‰ https://t.co/lRKircC53k",19434,265,159,False,Shiba Inu Whale With Over 3 Trillion $SIB Moves Over 180 Billion Tokens to Exchanges: A large wallet on the Ethereum blockchain holding a substantial amount of the meme-inspired cryptocurrency Shiba Inu ($SHIB) has transferred overâ€¦ https://t.co/GpqnvD42M4 #Bitcoin #Crypto #Nft https://t.co/RjU7aDa9Ez,"['Bitcoin', 'Crypto', 'Nft']",dlvr.it,False,2024-11-13
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1656.84 USD
#Bitcoin 0.0703618 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-10-27
GoldenPups.eth,Bunga Aja deh,rafael guerra,2,1,0,False,#Bitcoin LUNC RUGGED  BUT STILL NOT RECOVER               TO DOLLARðŸ˜‚  CZ_BINANCE AND ELONMUSK                    STOLEN PUBLIC MONEY,['Bitcoin'],Twitter Web App,False,2024-01-01
Hackwith_Garry ðŸ–¥ðŸ›°ðŸ“¡,"London, Ontario",GODðŸ¥‡Pro-Hacking Services. *Private Investigator* *Recovery Services* *Instagram* *Crypto* *Facebook* *icloud* *Snapchat* #NoFreeHacks,2268,47,194,False,"When it comes to Recover of stolen accounts and cryptos? I am your guyâ€¼ï¸

#WasabiWallet #Opolo #BitcoinÂ â€¯â€¯â€¯ #BTCÂ â€¯â€¯â€¯ #BitcoinCash #BCH #Ripple #XRP #Monero #XMR #Cryptocurrency #cryptocurrencies #crypto #currency #BreadWallet #Crypterium #Bitso #MyceliumWallet.. https://t.co/9FhqmpyG15","['WasabiWallet', 'Opolo', 'Bitcoin', 'BTC', 'BitcoinCash', 'BCH', 'Ripple', 'XRP', 'Monero', 'XMR', 'Cryptocurrency', 'cryptocurrencies', 'crypto', 'currency', 'BreadWallet', 'Crypterium', 'Bitso', 'MyceliumWallet']",Twitter for iPhone,False,2024-06-02
